#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
vf2b;Virtua Fighter 2 (Revision B);mame;vf2;1994;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;vf2;Virtua Fighter 2 (Version 2.1);;3;;;0;;1
vf2;Virtua Fighter 2 (Version 2.1);mame;;1994;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
vf3a;Virtua Fighter 3 (Revision A);mame;vf3;1996;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;vf3;Virtua Fighter 3 (Revision D);;4;;;0;;1
vf3c;Virtua Fighter 3 (Revision C);mame;vf3;1996;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;vf3;Virtua Fighter 3 (Revision D);;4;;;0;;1
vf3;Virtua Fighter 3 (Revision D);mame;;1996;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;4;;;0;;1
vf3tb;Virtua Fighter 3 Team Battle;mame;vf3;1996;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;vf3;Virtua Fighter 3 (Revision D);;4;;;0;;1
vf4o;Virtua Fighter 4 (GDS-0012);mame;vf4;2001;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;vf4;Virtua Fighter 4 Version C (GDS-0012C);chd;6;;;0;;1
vf4b;Virtua Fighter 4 (Rev B) (GDS-0012B);mame;vf4;2001;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;vf4;Virtua Fighter 4 Version C (GDS-0012C);chd;6;;;0;;1
vf4cart;Virtua Fighter 4 (World);mame;;2002;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi2;NAOMI 2 BIOS;;6;;;0;;1
vf4;Virtua Fighter 4 Version C (GDS-0012C);mame;;2001;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi2;NAOMI 2 BIOS;chd;6;;;0;;1
vf4evoa;Virtua Fighter 4: Evolution (Japan) (GDS-0024A);mame;vf4evo;2002;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;vf4evo;Virtua Fighter 4: Evolution (Version B) (Japan) (GDS-0024C);chd;6;;;0;;1
vf4evob;Virtua Fighter 4: Evolution (Version B) (Japan) (GDS-0024B);mame;vf4evo;2002;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;vf4evo;Virtua Fighter 4: Evolution (Version B) (Japan) (GDS-0024C);chd;6;;;0;;1
vf4evo;Virtua Fighter 4: Evolution (Version B) (Japan) (GDS-0024C);mame;;2002;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi2;NAOMI 2 BIOS;chd;6;;;0;;1
vf4evoct;Virtua Fighter 4: Evolution (World);mame;;2002;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi2;NAOMI 2 BIOS;;6;;;0;;1
vf4tuneda;Virtua Fighter 4: Final Tuned (Rev A) (GDS-0036A);mame;vf4tuned;2004;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;vf4tuned;Virtua Fighter 4: Final Tuned (Ver. B) (GDS-0036F);chd;6;;;0;;1
vf4tunedd;Virtua Fighter 4: Final Tuned (Ver. A) (GDS-0036D);mame;vf4tuned;2004;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;vf4tuned;Virtua Fighter 4: Final Tuned (Ver. B) (GDS-0036F);chd;6;;;0;;1
vf4tuned;Virtua Fighter 4: Final Tuned (Ver. B) (GDS-0036F);mame;;2004;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi2;NAOMI 2 BIOS;chd;6;;;0;;1
vfkids;Virtua Fighter Kids (JUET 960319 V0.000);mame;;1996;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;ST-V Bios;;4;;;0;;1
vfremix;Virtua Fighter Remix (JUETBKAL 950428 V1.000);mame;;1995;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;stvbios;ST-V Bios;;4;;;0;;1
gowcaizr;Voltage Fighter - Gowcaizer / Choujin Gakuen Gowcaizer;mame;;1995;Technos Japan;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
wakuwak7;Waku Waku 7;mame;;1996;Sunsoft;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
wargodsa;War Gods (HD 08/15/1996);mame;wargods;1995;Midway;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;wargods;War Gods (HD 10/09/1996 - Dual Resolution);chd;6;;;0;;1
wargods;War Gods (HD 10/09/1996 - Dual Resolution);mame;;1995;Midway;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;chd;6;;;0;;1
wargodsb;War Gods (HD 12/11/1995);mame;wargods;1995;Midway;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;wargods;War Gods (HD 10/09/1996 - Dual Resolution);chd;6;;;0;;1
warrior;Warrior;mame;;1979;Vectorbeam;Fighter / Field;2P sim;180;joystick (8-way),joystick (8-way);good;1;vector;;;;1;;;0;;1
warriorb;Warrior Blade - Rastan Saga Episode III (Japan);mame;;1991;Taito Corporation;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;2;raster;;;;3;;;0;;1
sgyxz;Warriors of Fate ('sgyxz' bootleg);mame;wof;1999;bootleg (All-In Electronic);Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;wof;Warriors of Fate (World 921031);;3;;;0;;1
wofpic;Warriors of Fate (bootleg with PIC16C57);mame;wof;1992;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;wof;Warriors of Fate (World 921031);;2;;;0;;1
wofr1bl;Warriors of Fate (bootleg);mame;wof;1992;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;wof;Warriors of Fate (World 921031);;2;;;0;;1
wofu;Warriors of Fate (USA 921031);mame;wof;1992;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;wof;Warriors of Fate (World 921031);;2;;;0;;1
wofr1;Warriors of Fate (World 921002);mame;wof;1992;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;wof;Warriors of Fate (World 921031);;2;;;0;;1
wof;Warriors of Fate (World 921031);mame;;1992;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
warzardr1;Warzard (Japan 961023);mame;redearth;1996;Capcom;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;redearth;Red Earth (Euro 961121);chd;6;;;0;;1
warzard;Warzard (Japan 961121);mame;redearth;1996;Capcom;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;redearth;Red Earth (Euro 961121);chd;6;;;0;;1
wizdfire;Wizard Fire (Over Sea v2.1);mame;;1992;Data East Corporation;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
wizdfireu;Wizard Fire (US v1.1);mame;wizdfire;1992;Data East Corporation;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;wizdfire;Wizard Fire (Over Sea v2.1);;2;;;0;;1
wndrmomo;Wonder Momo;mame;;1987;Namco;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
wh1h;World Heroes (ALH-005);mame;wh1;1992;Alpha Denshi Co.;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;wh1;World Heroes (ALM-005);;4;;;0;;1
wh1;World Heroes (ALM-005);mame;;1992;Alpha Denshi Co.;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
wh1ha;World Heroes (set 3);mame;wh1;1992;Alpha Denshi Co.;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;wh1;World Heroes (ALM-005);;4;;;0;;1
wh2h;World Heroes 2 (ALH-006);mame;wh2;1993;ADK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;wh2;World Heroes 2 (ALM-006 ~ ALH-006);;4;;;0;;1
wh2;World Heroes 2 (ALM-006 ~ ALH-006);mame;;1993;ADK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
wh2j;World Heroes 2 Jet (ADM-007 ~ ADH-007);mame;;1994;ADK / SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
whp;World Heroes Perfect;mame;;1995;ADK / SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
xmen2pa;X-Men (2 Players ver AAA);mame;xmen;1992;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmen2pe;X-Men (2 Players ver EAA);mame;xmen;1992;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmen2pj;X-Men (2 Players ver JAA);mame;xmen;1992;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmen2pu;X-Men (2 Players ver UAB);mame;xmen;1992;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmenaa;X-Men (4 Players ver ADA);mame;xmen;1992;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmenabl;X-Men (4 Players ver AEA, bootleg);mame;xmen;1992;bootleg;Fighter / 2.5D;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmena;X-Men (4 Players ver AEA);mame;xmen;1992;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmen;X-Men (4 Players ver EBA);mame;;1992;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
xmenj;X-Men (4 Players ver JBA);mame;xmen;1992;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmenja;X-Men (4 Players ver JEA);mame;xmen;1992;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmenu;X-Men (4 Players ver UBB);mame;xmen;1992;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmenua;X-Men (4 Players ver UEB);mame;xmen;1992;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmen6p;X-Men (6 Players ver ECB);mame;xmen;1992;Konami;Fighter / 2.5D;6P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;2;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmen6pu;X-Men (6 Players ver UCB);mame;xmen;1992;Konami;Fighter / 2.5D;6P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;2;raster;xmen;X-Men (4 Players ver EBA);;3;;;0;;1
xmvsfar3;X-Men Vs. Street Fighter (Asia 960910);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfar2;X-Men Vs. Street Fighter (Asia 960919);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfar1;X-Men Vs. Street Fighter (Asia 961004);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfa;X-Men Vs. Street Fighter (Asia 961023);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfb;X-Men Vs. Street Fighter (Brazil 961023);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfr1;X-Men Vs. Street Fighter (Euro 960910);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsf;X-Men Vs. Street Fighter (Euro 961004);mame;;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
xmvsfh;X-Men Vs. Street Fighter (Hispanic 961004);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfjr3;X-Men Vs. Street Fighter (Japan 960909);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfjr2;X-Men Vs. Street Fighter (Japan 960910);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfjr1;X-Men Vs. Street Fighter (Japan 961004);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfj;X-Men Vs. Street Fighter (Japan 961023);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfur2;X-Men Vs. Street Fighter (USA 960910);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfu1d;X-Men Vs. Street Fighter (USA 961004 Phoenix Edition) (bootleg);mame;xmvsf;1996;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfur1;X-Men Vs. Street Fighter (USA 961004);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmvsfu;X-Men Vs. Street Fighter (USA 961023);mame;xmvsf;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmvsf;X-Men Vs. Street Fighter (Euro 961004);;6;;;0;;1
xmcotaar2;X-Men: Children of the Atom (Asia 941217);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotaar1;X-Men: Children of the Atom (Asia 941219);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotaa;X-Men: Children of the Atom (Asia 950105);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotab;X-Men: Children of the Atom (Brazil 950331);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotar1d;X-Men: Children of the Atom (Euro 950105 Phoenix Edition) (bootleg);mame;xmcota;1994;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotar1;X-Men: Children of the Atom (Euro 950105);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcota;X-Men: Children of the Atom (Euro 950331);mame;;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
xmcotahr1;X-Men: Children of the Atom (Hispanic 950105);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotah;X-Men: Children of the Atom (Hispanic 950331);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotajr;X-Men: Children of the Atom (Japan 941208 rent version);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotaj3;X-Men: Children of the Atom (Japan 941217);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotaj2;X-Men: Children of the Atom (Japan 941219);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotaj1;X-Men: Children of the Atom (Japan 941222);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotaj;X-Men: Children of the Atom (Japan 950105);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
xmcotau;X-Men: Children of the Atom (USA 950105);mame;xmcota;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;xmcota;X-Men: Children of the Atom (Euro 950331);;6;;;0;;1
orleg2_101cn;Xiyou Shi E Chuan 2 (V101, China);mame;orleg2;2007;IGS (Huatong license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;orleg2;Oriental Legend 2 (V104, Oversea);;4;;;0;;1
orleg2_103cn;Xiyou Shi E Chuan 2 (V103, China);mame;orleg2;2007;IGS (Huatong license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;orleg2;Oriental Legend 2 (V104, Oversea);;4;;;0;;1
orleg2_104cn;Xiyou Shi E Chuan 2 (V104, China);mame;orleg2;2007;IGS (Huatong license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;orleg2;Oriental Legend 2 (V104, Oversea);;4;;;0;;1
olds103t;Xiyou Shi E Chuan Super (ver. 103, China, Tencent) (unprotected);mame;olds;1998;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;olds;Oriental Legend Super / Xiyou Shi E Chuan Super (ver. 101, Korean Board);;4;;;0;;1
leaguemn;Yakyuu Kakutou League-Man (Japan);mame;nbbatman;1993;Irem;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;nbbatman;Ninja Baseball Bat Man (World);;2;;;0;;1
yieartf;Yie Ar Kung-Fu (bootleg GX361 conversion);mame;yiear;1985;bootleg;Fighter / Versus;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;yiear;Yie Ar Kung-Fu (program code I);;2;;;0;;1
yiear2;Yie Ar Kung-Fu (program code G);mame;yiear;1985;Konami;Fighter / Versus;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;yiear;Yie Ar Kung-Fu (program code I);;3;;;0;;1
yiear;Yie Ar Kung-Fu (program code I);mame;;1985;Konami;Fighter / Versus;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
zeroteama;Zero Team (Japan?, earlier?);mame;zeroteam;1993;Seibu Kaihatsu;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;zeroteam;Zero Team USA (US);;3;;;0;;1
zeroteamb;Zero Team (Japan?, later batteryless);mame;zeroteam;1993;Seibu Kaihatsu;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;zeroteam;Zero Team USA (US);;3;;;0;;1
zeroteamd;Zero Team (Korea);mame;zeroteam;1993;Seibu Kaihatsu (Dream Soft license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;zeroteam;Zero Team USA (US);;3;;;0;;1
zeroteamc;Zero Team (Taiwan);mame;zeroteam;1993;Seibu Kaihatsu (Liang Hwa license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;zeroteam;Zero Team USA (US);;3;;;0;;1
zerotm2k;Zero Team 2000;mame;zeroteam;2000;Seibu Kaihatsu;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;zeroteam;Zero Team USA (US);;3;;;0;;1
zeroteams;Zero Team Selection;mame;zeroteam;1993;Seibu Kaihatsu;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;zeroteam;Zero Team USA (US);;3;;;0;;1
zeroteamsr;Zero Team Suicide Revival Kit;mame;zeroteam;1993;Seibu Kaihatsu;Fighter / 2.5D;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;zeroteam;Zero Team USA (US);;3;;;0;;1
zeroteam;Zero Team USA (US);mame;;1993;Seibu Kaihatsu (Fabtek license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;;;;3;;;0;;1
zombrvno;Zombie Revenge;mame;zombrvn;1999;Sega;Fighter / 3D;2P sim;0;joystick (analog),joystick (analog);preliminary;1;raster;zombrvn;Zombie Revenge (Rev A);;3;;;0;;1
zombrvne;Zombie Revenge (Export);mame;zombrvn;1999;Sega;Fighter / 3D;2P sim;0;joystick (analog),joystick (analog);preliminary;1;raster;zombrvn;Zombie Revenge (Rev A);;3;;;0;;1
