#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
sbishika;Super Bishi Bashi Champ (ver KAA, 3 Players);mame;sbishi;1998;Konami;Multiplay / Mini-Games;3P sim;0;only_buttons,only_buttons,only_buttons;imperfect;1;raster;sbishi;Super Bishi Bashi Champ (ver JAA, 2 Players);;3;;;0;;1
sbishik;Super Bishi Bashi Champ (ver KAB, 3 Players);mame;sbishi;1998;Konami;Multiplay / Mini-Games;3P sim;0;only_buttons,only_buttons,only_buttons;imperfect;1;raster;sbishi;Super Bishi Bashi Champ (ver JAA, 2 Players);;3;;;0;;1
sboblbobl;Super Bobble Bobble (bootleg, set 1);mame;bublbobl;1986;bootleg (Datsu);Platform / Run Jump;2P sim;0;joystick (2-way),joystick (2-way);good;1;raster;bublbobl;Bubble Bobble (Japan, Ver 0.1);;2;;;0;;1
sboblbobla;Super Bobble Bobble (bootleg, set 2);mame;bublbobl;1986;bootleg;Platform / Run Jump;2P sim;0;joystick (2-way),joystick (2-way);good;1;raster;bublbobl;Bubble Bobble (Japan, Ver 0.1);;2;;;0;;1
sboblboblb;Super Bobble Bobble (bootleg, set 3);mame;bublbobl;1986;bootleg;Platform / Run Jump;2P sim;0;joystick (2-way),joystick (2-way);good;1;raster;bublbobl;Bubble Bobble (Japan, Ver 0.1);;2;;;0;;1
sboblbobld;Super Bobble Bobble (bootleg, set 4);mame;bublbobl;1986;bootleg;Platform / Run Jump;2P sim;0;joystick (2-way),joystick (2-way);good;1;raster;bublbobl;Bubble Bobble (Japan, Ver 0.1);;2;;;0;;1
sboblboble;Super Bobble Bobble (bootleg, set 5);mame;bublbobl;1986;bootleg;Platform / Run Jump;2P sim;0;joystick (2-way),joystick (2-way);good;1;raster;bublbobl;Bubble Bobble (Japan, Ver 0.1);;2;;;0;;1
sboblboblf;Super Bobble Bobble (bootleg, set 6);mame;bublbobl;1986;bootleg;Platform / Run Jump;2P sim;0;joystick (2-way),joystick (2-way);good;1;raster;bublbobl;Bubble Bobble (Japan, Ver 0.1);;2;;;0;;1
sbrkoutc;Super Breakout (Canyon and Vertical Breakout, prototype);mame;sbrkout;1978;Atari;Ball & Paddle / Breakout;2P alt;270;paddle;good;1;raster;sbrkout;Super Breakout (rev 04);;1;;;0;;1
sbrkoutct;Super Breakout (Cocktail, prototype);mame;sbrkout;1978;Atari;Ball & Paddle / Breakout;2P alt;270;paddle,only_buttons;good;1;raster;sbrkout;Super Breakout (rev 04);;1;;;0;;1
sbrkout3;Super Breakout (rev 03);mame;sbrkout;1978;Atari;Ball & Paddle / Breakout;2P alt;270;paddle;good;1;raster;sbrkout;Super Breakout (rev 04);;1;;;0;;1
sbrkout;Super Breakout (rev 04);mame;;1978;Atari;Ball & Paddle / Breakout;2P alt;270;paddle;good;1;raster;;;;1;;;0;;1
sb2003a;Super Bubble 2003 (Asia, Ver 1.0);mame;sb2003;2003;Limenko;Platform / Run Jump;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;sb2003;Super Bubble 2003 (World, Ver 1.0);;4;;;0;;1
sb2003;Super Bubble 2003 (World, Ver 1.0);mame;;2003;Limenko;Platform / Run Jump;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
sboblboblc;Super Bubble Bobble (bootleg);mame;bublbobl;1986;bootleg;Platform / Run Jump;2P alt;0;joystick (2-way),joystick (2-way);good;1;raster;bublbobl;Bubble Bobble (Japan, Ver 0.1);;2;;;0;;1
sbubsm;Super Bubble Bobble (Sun Mixing, Mega Drive clone hardware);mame;;1996;Sun Mixing;Platform / Run Jump;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
sbp;Super Bubble Pop;mame;;2004;Vektorlogic;Puzzle / Toss;2P alt;0;joystick (8-way),joystick (8-way);preliminary;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
superbug;Super Bug;mame;;1977;Atari (Kee Games);Driving / Race;1P;270;dial;good;1;raster;;;;6;;;0;;1
supbtimej;Super Burger Time (Japan);mame;supbtime;1990;Data East Corporation;Platform / Run Jump;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;supbtime;Super Burger Time (World, set 1);;2;;;0;;1
supbtime;Super Burger Time (World, set 1);mame;;1990;Data East Corporation;Platform / Run Jump;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
supbtimea;Super Burger Time (World, set 2);mame;supbtime;1990;Data East Corporation;Platform / Run Jump;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;supbtime;Super Burger Time (World, set 1);;2;;;0;;1
sbbros;Super Buster Bros. (USA 901001);mame;spang;1990;Mitchell (Capcom license);Shooter / 3rd Person;2P sim;0;joystick (4-way),joystick (4-way);good;1;raster;spang;Super Pang (World 900914);;2;;;0;;1
pc_suprc;Super C (PlayChoice-10);mame;;1990;Konami (Nintendo of America license);Platform / Shooter Scrolling;2P sim;0;joystick (8-way),joystick (8-way);good;2;raster;playch10;PlayChoice-10 BIOS;;2;;;0;;1
sbasebalj;Super Champion Baseball (Japan);mame;sbasebal;1989;Alpha Denshi Co.;Sports / Baseball;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;sbasebal;Super Champion Baseball (US);;3;;;0;;1
sbasebal;Super Champion Baseball (US);mame;;1989;Alpha Denshi Co. (SNK of America license);Sports / Baseball;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;3;;;0;;1
superchsp2;Super Chase - Criminal Termination (1992/01/18 18:29:18 CHASE 3 VER 1.3O, prototype);mame;superchs;1992;Taito Corporation;Driving / 1st Person;1P;0;paddle,pedal;imperfect;1;raster;superchs;Super Chase - Criminal Termination (World);;3;;;0;;1
superchsp;Super Chase - Criminal Termination (1992/10/26 20:24:29 CHASE 3 VER 1.1, prototype);mame;superchs;1992;Taito Corporation;Driving / 1st Person;1P;0;paddle,pedal;imperfect;1;raster;superchs;Super Chase - Criminal Termination (World);;3;;;0;;1
superchsj;Super Chase - Criminal Termination (Japan);mame;superchs;1992;Taito Corporation;Driving / 1st Person;1P;0;paddle,pedal;imperfect;1;raster;superchs;Super Chase - Criminal Termination (World);;3;;;0;;1
superchsu;Super Chase - Criminal Termination (US);mame;superchs;1992;Taito America Corporation;Driving / 1st Person;1P;0;paddle,pedal;imperfect;1;raster;superchs;Super Chase - Criminal Termination (World);;3;;;0;;1
superchs;Super Chase - Criminal Termination (World);mame;;1992;Taito Corporation Japan;Driving / 1st Person;1P;0;paddle,pedal;imperfect;1;raster;;;;3;;;0;;1
schick;Super Chick;mame;;1988;Microhard;Maze / Move and Sort;2;90;joystick (4-way),joystick (4-way);preliminary;1;raster;;;;1;;;0;;1
scobra;Super Cobra;mame;;1981;Konami;Shooter / Flying Horizontal;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
scobrab;Super Cobra (bootleg, set 1);mame;scobra;1981;bootleg (Karateco);Shooter / Flying Horizontal;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;scobra;Super Cobra;;2;;;0;;1
scobrag;Super Cobra (bootleg, set 2);mame;scobra;1981;bootleg (A.V.G. by Zaccaria);Shooter / Flying Horizontal;2P alt;90;joystick (8-way),joystick (8-way);preliminary;1;raster;scobra;Super Cobra;;2;;;0;;1
scobraggi;Super Cobra (bootleg, set 3);mame;scobra;1981;bootleg (Cocamatic);Shooter / Flying Horizontal;2P alt;90;joystick (8-way),joystick (8-way);preliminary;1;raster;scobra;Super Cobra;;2;;;0;;1
scobrae2;Super Cobra (encrypted);mame;scobra;1981;Konami;Shooter / Flying Horizontal;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;scobra;Super Cobra;;2;;;0;;1
scobrase;Super Cobra (Sega);mame;scobra;1981;Konami (Sega license);Shooter / Flying Horizontal;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;scobra;Super Cobra;;2;;;0;;1
scobras;Super Cobra (Stern Electronics);mame;scobra;1981;Konami (Stern Electronics license);Shooter / Flying Horizontal;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;scobra;Super Cobra;;2;;;0;;1
scobrae;Super Cobra (Stern Electronics) (encrypted, KONATEC XC-103SS CPU);mame;scobra;1981;Konami (Stern Electronics license);Shooter / Flying Horizontal;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;scobra;Super Cobra;;2;;;0;;1
scontraj;Super Contra - Alien no Gyakushuu (Japan);mame;scontra;1988;Konami;Platform / Shooter Scrolling;2P sim;90;joystick (8-way),joystick (8-way);good;1;raster;scontra;Super Contra (set 1);;2;;;0;;1
scontra;Super Contra (set 1);mame;;1988;Konami;Platform / Shooter Scrolling;2P sim;90;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
scontraa;Super Contra (set 2);mame;scontra;1988;Konami;Platform / Shooter Scrolling;2P sim;90;joystick (8-way),joystick (8-way);good;1;raster;scontra;Super Contra (set 1);;2;;;0;;1
supcrash;Super Crash (bootleg of Head On);mame;headon;1979;bootleg (VGG);Maze / Driving;2P alt;0;joystick (4-way);preliminary;1;raster;headon;Head On (2 players);;1;;;0;;1
sprcros2;Super Cross II (Japan, set 1);mame;;1986;GM Shoji;Driving / Motorbike;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
sprcros2a;Super Cross II (Japan, set 2);mame;sprcros2;1986;GM Shoji;Driving / Motorbike;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;sprcros2;Super Cross II (Japan, set 1);;2;;;0;;1
suprgolfj;Super Crowns Golf (Japan);mame;suprgolf;1989;Nasco;Sports / Golf;2P alt;0;joystick (2-way),dial,joystick (2-way),dial;imperfect;1;raster;suprgolf;Super Crowns Golf (World);;4;;;0;;1
suprgolf;Super Crowns Golf (World);mame;;1989;Nasco;Sports / Golf;2P alt;0;joystick (2-way),dial,joystick (2-way),dial;imperfect;1;raster;;;;4;;;0;;1
scfinalsoc;Super Cup Finals (Ver 2.1O 1993/11/19, F3 Cartridge);mame;scfinals;1993;Taito Corporation Japan;Sports / Soccer;4P sim;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;scfinals;Super Cup Finals (Ver 2.2O 1994/01/13, single PCB);;4;;;0;;1
scfinalso;Super Cup Finals (Ver 2.1O 1993/11/19, single PCB);mame;scfinals;1993;Taito Corporation Japan;Sports / Soccer;4P sim;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;scfinals;Super Cup Finals (Ver 2.2O 1994/01/13, single PCB);;4;;;0;;1
scfinals;Super Cup Finals (Ver 2.2O 1994/01/13, single PCB);mame;;1993;Taito Corporation Japan;Sports / Soccer;4P sim;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
spdheatj;Super Dead Heat (Japan);mame;spdheat;1985;Taito Corporation;Driving / Race Track;4P sim;0;dial,pedal,dial,pedal,dial,pedal,dial,pedal;imperfect;4;raster;spdheat;Super Dead Heat (World);;1;;;0;;1
spdheat;Super Dead Heat (World);mame;;1985;Taito Corporation;Driving / Race Track;4P sim;0;dial,pedal,dial,pedal,dial,pedal,dial,pedal;imperfect;4;raster;;;;1;;;0;;1
sderbys;Super Derby (satellite board);mame;;1984;Sega;Sports / Horse Racing;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
sderby2;Super Derby II;mame;;1985;Sega;Sports / Horse Racing;1;0;joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
sderby2s;Super Derby II (satellite board);mame;;1985;Sega;Sports / Horse Racing;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
spdodgeb;Super Dodge Ball (US);mame;;1987;Technos Japan;Sports / Dodgeball;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
sdodgeb;Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu;mame;;1996;Technos Japan;Sports / Dodgeball;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
superdq;Super Don Quix-ote (Long Scenes);mame;;1984;Universal;Platform / Run Jump;2P alt;0;joystick (8-way),only_buttons;preliminary;1;raster;;;chd;1;;;0;;1
superdqa;Super Don Quix-ote (Short Scenes, Alt);mame;superdq;1984;Universal;Platform / Run Jump;2P alt;0;joystick (8-way),only_buttons;preliminary;1;raster;superdq;Super Don Quix-ote (Long Scenes);chd;1;;;0;;1
superdqs;Super Don Quix-ote (Short Scenes);mame;superdq;1984;Universal;Platform / Run Jump;2P alt;0;joystick (8-way),only_buttons;preliminary;1;raster;superdq;Super Don Quix-ote (Long Scenes);chd;1;;;0;;1
pss64;Super Donkey Kong / Super Bomberman 2 (Super Famicom Box);mame;;199?;Nintendo / Hudson Soft;MultiGame / Compilation;2;0;joystick (8-way),joystick (8-way);preliminary;2;raster;sfcbox;Super Famicom Box BIOS;;14;;;0;;1
pss63;Super Donkey Kong / Super Tetris 2 + Bombliss (Super Famicom Box);mame;;1994;Nintendo / BPS;MultiGame / Compilation;2P sim;0;joystick (8-way),joystick (8-way);preliminary;2;raster;sfcbox;Super Famicom Box BIOS;;14;;;0;;1
sdtennis;Super Doubles Tennis;mame;;1983;Data East Corporation;Sports / Tennis;2P alt;270;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;0;;1
csdtenis;Super Doubles Tennis (DECO Cassette) (Japan);mame;;1983;Data East Corporation;Sports / Tennis;2P alt;270;joystick (8-way),joystick (analog),joystick (8-way),joystick (analog);good;1;raster;decocass;DECO Cassette System;;2;;;0;;1
superdbz;Super Dragon Ball Z (DB1 Ver. B);mame;;2005;Banpresto / Spike;Fighter / Versus;2P sim;0;;preliminary;1;raster;sys256;System 256 BIOS;chd;0;;;0;;1
supduck;Super Duck;mame;;1992;Comad;Maze / Collect;2P sim;0;joystick (4-way),joystick (4-way);good;1;raster;;;;4;;;0;;1
usg32;Super Duper Casino (California V3.2);mame;;1987;U.S. Games;Multiplay / Mini-Games;4P alt;0;only_buttons;good;1;raster;;;;5;;;0;;1
speglsht;Super Eagle Shot;mame;;1994;Seta;Sports / Golf;4P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
searthin;Super Earth Invasion (set 1);mame;invaders;1980;bootleg (Competitive Video);Shooter / Gallery;2P alt;270;joystick (2-way),joystick (2-way);good;1;raster;invaders;Space Invaders / Space Invaders M;;1;;;0;;1
searthina;Super Earth Invasion (set 2);mame;invaders;1980;bootleg (Competitive Video);Shooter / Gallery;2P alt;270;joystick (2-way),joystick (2-way);good;1;raster;invaders;Space Invaders / Space Invaders M;;1;;;0;;1
searthie;Super Earth Invasion (set 3);mame;invaders;1980;bootleg (Electrocoin);Shooter / Gallery;2P alt;270;joystick (2-way),joystick (2-way);good;1;raster;invaders;Space Invaders / Space Invaders M;;1;;;0;;1
sfchampu;Super Football Champ (Ver 2.4A);mame;sfchamp;1995;Taito;Sports / Soccer;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;sfchamp;Super Football Champ (Ver 2.5O);;3;;;0;;1
sfchampj;Super Football Champ (Ver 2.4J);mame;sfchamp;1995;Taito;Sports / Soccer;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;sfchamp;Super Football Champ (Ver 2.5O);;3;;;0;;1
sfchampo;Super Football Champ (Ver 2.4O);mame;sfchamp;1995;Taito;Sports / Soccer;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;sfchamp;Super Football Champ (Ver 2.5O);;3;;;0;;1
sfchamp;Super Football Champ (Ver 2.5O);mame;;1995;Taito;Sports / Soccer;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;coh1000t;Taito FX1;;3;;;0;;1
sformula;Super Formula (Japan, set 1);mame;tail2nos;1989;V-System Co.;Driving / Race;1P;90;joystick (2-way),joystick (analog);good;1;raster;tail2nos;Tail to Nose - Great Championship / Super Formula;;2;;;0;;1
sformulaa;Super Formula (Japan, set 2);mame;tail2nos;1989;V-System Co.;Driving / Race;1P;90;joystick (2-way),joystick (analog);good;1;raster;tail2nos;Tail to Nose - Great Championship / Super Formula;;2;;;0;;1
sfkick;Super Free Kick (set 1);mame;;1988;Haesung/HJ Corp;Ball & Paddle / Breakout;2P alt;90;dial,only_buttons;good;1;raster;;;;1;;;0;;1
sfkicka;Super Free Kick (set 2);mame;sfkick;198?;Haesung;Ball & Paddle / Breakout;2P alt;90;dial,only_buttons;good;1;raster;sfkick;Super Free Kick (set 1);;1;;;0;;1
superg;Super Galaxians ('Galaxian (Namco set 2)' hack);mame;galaxian;1979;hack;Shooter / Gallery;2P alt;90;joystick (2-way),joystick (2-way);good;1;raster;galaxian;Galaxian (Namco set 1);;1;;;0;;1
supergs;Super Galaxians (Silver Systems);mame;galaxian;1979;hack;Shooter / Gallery;2P alt;90;joystick (2-way),joystick (2-way);good;1;raster;galaxian;Galaxian (Namco set 1);;1;;;0;;1
smssgame;Super Game (Sega Master System Multi-game bootleg);mame;;199?;Sono Corp Japan;MultiGame / Compilation;1;0;joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
smssgamea;Super Game (Sega Master System Multi-game bootleg) (alt games);mame;;1990;Seo Jin (TV-Tuning license);MultiGame / Compilation;1;0;joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
supergm3;Super Game III;mame;;1996;;MultiGame / Compilation;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
sgmt1;Super Game Mega Type 1;mame;;1994;;MultiGame / Compilation;1P;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
sgemfd;Super Gem Fighter Mini Mix (USA 970904 Phoenix Edition) (bootleg);mame;sgemf;1997;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sgemf;Super Gem Fighter Mini Mix (USA 970904);;3;;;0;;1
sgemf;Super Gem Fighter Mini Mix (USA 970904);mame;;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
sgemfa;Super Gem Fighter: Mini Mix (Asia 970904);mame;sgemf;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sgemf;Super Gem Fighter Mini Mix (USA 970904);;3;;;0;;1
sgemfh;Super Gem Fighter: Mini Mix (Hispanic 970904);mame;sgemf;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sgemf;Super Gem Fighter Mini Mix (USA 970904);;3;;;0;;1
suprglob;Super Glob;mame;;1983;Epos Corporation;Platform / Run Jump;2P alt;270;joystick (8-way);good;1;raster;;;;2;;;0;;1
sprglobp;Super Glob (Pac-Man hardware);mame;suprglob;1983;Epos Corporation;Platform / Run Jump;2P alt;90;joystick (4-way),joystick (4-way);good;1;raster;suprglob;Super Glob;;2;;;0;;1
sprglbpg;Super Glob (Pac-Man hardware) (German bootleg);mame;suprglob;1984;bootleg (Software Labor);Platform / Run Jump;2P alt;90;joystick (4-way),joystick (4-way);good;1;raster;suprglob;Super Glob;;2;;;0;;1
sgt24h;Super GT 24h;mame;;1996;Jaleco;Driving / Race (chase view);1;0;paddle,pedal;preliminary;1;raster;;;;3;;;0;;1
supergx;Super GX;mame;galaxian;1980;Namco / Nichibutsu;Shooter / Gallery;2;90;joystick (2-way),joystick (2-way);preliminary;1;raster;galaxian;Galaxian (Namco set 1);;1;;;0;;1
shangonrb2;Super Hang-On (Hang-On conversion, Beta bootleg);mame;shangon;1987;bootleg (Beta);Driving / Motorbike;1P;0;paddle,pedal;good;1;raster;shangon;Super Hang-On (sitdown/upright) (unprotected);;1;;;0;;1
shangonrb;Super Hang-On (Hang-On conversion, bootleg);mame;shangon;1992;bootleg;Driving / Motorbike;1P;0;paddle,pedal;good;1;raster;shangon;Super Hang-On (sitdown/upright) (unprotected);;1;;;0;;1
shangonho;Super Hang-On (Hang-On conversion, Japan, FD1094 317-0039);mame;shangon;1987;Sega;Driving / Motorbike;1P;0;paddle,pedal;good;1;raster;shangon;Super Hang-On (sitdown/upright) (unprotected);;1;;;0;;1
shangonro;Super Hang-On (Hang-On conversion, ride-on, Japan, FD1094 317-0038);mame;shangon;1987;Sega;Driving / Motorbike;1P;0;paddle,pedal;good;1;raster;shangon;Super Hang-On (sitdown/upright) (unprotected);;2;;;0;;1
mt_shang;Super Hang-On (Mega-Tech);mame;;1989;Sega;Driving / Motorbike;2;0;joystick (8-way),joystick (8-way);preliminary;2;raster;megatech;Mega-Tech;;4;;;0;;1
shangon2;Super Hang-On (mini ride-on, Rev A) (FD1089B 317-0034);mame;shangon;1987;Sega;Driving / Motorbike;1P;0;paddle,pedal;good;1;raster;shangon;Super Hang-On (sitdown/upright) (unprotected);;1;;;0;;1
shangon1;Super Hang-On (mini ride-on) (FD1089B 317-0034);mame;shangon;1987;Sega;Driving / Motorbike;1P;0;paddle,pedal;good;1;raster;shangon;Super Hang-On (sitdown/upright) (unprotected);;1;;;0;;1
shangon3d;Super Hang-On (sitdown/upright) (bootleg of FD1089B 317-0034 set);mame;shangon;1987;bootleg;Driving / Motorbike;1P;0;paddle,pedal;good;1;raster;shangon;Super Hang-On (sitdown/upright) (unprotected);;1;;;0;;1
shangon3;Super Hang-On (sitdown/upright) (FD1089B 317-0034);mame;shangon;1987;Sega;Driving / Motorbike;1P;0;paddle,pedal;good;1;raster;shangon;Super Hang-On (sitdown/upright) (unprotected);;1;;;0;;1
shangon;Super Hang-On (sitdown/upright) (unprotected);mame;;1987;Sega;Driving / Motorbike;1P;0;paddle,pedal;good;1;raster;;;;1;;;0;;1
suprheli;Super Heli (Super Cobra bootleg);mame;scobra;1981;bootleg;Shooter / Flying Horizontal;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;scobra;Super Cobra;;2;;;0;;1
shimpactp4;Super High Impact (prototype, proto 4.0 09/10/91);mame;shimpact;1991;Midway;Sports / Football;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;shimpact;Super High Impact (rev LA1 09/30/91);;1;;;0;;1
shimpactp5;Super High Impact (prototype, proto 5.0 09/15/91);mame;shimpact;1991;Midway;Sports / Football;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;shimpact;Super High Impact (rev LA1 09/30/91);;1;;;0;;1
shimpactp6;Super High Impact (prototype, proto 6.0 09/23/91);mame;shimpact;1991;Midway;Sports / Football;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;shimpact;Super High Impact (rev LA1 09/30/91);;1;;;0;;1
